pathway_id	pathway_name	category
PWY-6084	3,5-dichlorocatechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6085	2,4-dichlorophenoxyacetate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6086	4-chloro-2-methylphenoxyacetate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6087	4-chlorocatechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6088	3-chlorobenzoate degradation I (via chlorocatechol)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6089	3-chlorocatechol degradation I (ortho)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6090	1,2-dichlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6091	1,2,4-trichlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6093	4,5-dichlorocatechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6094	3,4,6-trichlorocatechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6095	dammara-20,24-diene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6098	diploterol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6099	1,2,4,5-tetrachlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6100	L-carnitine biosynthesis	Metabolic-Regulators
PWY-6102	5-chloro-3-methyl-catechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6103	3-chlorotoluene degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6104	3-chlorotoluene degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6105	botryococcenes and methylated squalene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6107	chlorosalicylate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6109	mangrove triterpenoid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6111	mitochondrial L-carnitine shuttle	Fatty-Acid-and-Lipid-Degradation
PWY-6113	superpathway of mycolate biosynthesis	Lipid-Biosynthesis
PWY-6116	mannosylfructose biosynthesis	Carbohydrates-Biosynthesis
PWY-6117	spermine and spermidine degradation I	AMINE-DEG
PWY-6118	glycerol-3-phosphate shuttle	OTHER-ENERGY
PWY-6120	L-tyrosine biosynthesis III	Amino-Acid-Biosynthesis
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	Nucleotide-Biosynthesis
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	Nucleotide-Biosynthesis
PWY-6123	inosine-5'-phosphate biosynthesis I	Nucleotide-Biosynthesis
PWY-6124	inosine-5'-phosphate biosynthesis II	Nucleotide-Biosynthesis
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	Nucleotide-Biosynthesis
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	Nucleotide-Biosynthesis
PWY-6128	cis-calamenene related sesquiterpenoids biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6129	dolichol and dolichyl phosphate biosynthesis	Lipid-Biosynthesis
PWY-6130	glycerol degradation III	Alcohol-Degradation
PWY-6130	glycerol degradation III	Fermentation
PWY-6131	glycerol degradation II	Alcohol-Degradation
PWY-6132	lanosterol biosynthesis	Lipid-Biosynthesis
PWY-6133	(S)-reticuline biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6134	L-tyrosine biosynthesis IV	Amino-Acid-Biosynthesis
PWY-6138	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	Carbohydrates-Biosynthesis
PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	Carbohydrates-Biosynthesis
PWY-6140	CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate biosynthesis	Carbohydrates-Biosynthesis
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	Lipid-Biosynthesis
PWY-6142	gluconeogenesis II (Methanobacterium thermoautotrophicum)	Carbohydrates-Biosynthesis
PWY-6143	CMP-pseudaminate biosynthesis	Carbohydrates-Biosynthesis
PWY-6144	CMP-N-glycoloylneuraminate biosynthesis	Carbohydrates-Biosynthesis
PWY-6145	superpathway of CMP-sialic acids biosynthesis	Carbohydrates-Biosynthesis
PWY-6146	Methanobacterium thermoautotrophicum biosynthetic metabolism	Others
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Cofactor-Biosynthesis
PWY-6148	tetrahydromethanopterin biosynthesis	Cofactor-Biosynthesis
PWY-6151	S-adenosyl-L-methionine salvage I	Cofactor-Biosynthesis
PWY-6153	autoinducer AI-2 biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6154	autoinducer AI-2 biosynthesis II (Vibrio)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6157	autoinducer AI-1 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6158	creatine phosphate biosynthesis	Polyamine-Biosynthesis
PWY-6158	creatine phosphate biosynthesis	Metabolic-Regulators
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	AROMATIC-COMPOUNDS-BIOSYN
PWY-6164	3-dehydroquinate biosynthesis I	AROMATIC-COMPOUNDS-BIOSYN
PWY-6165	chorismate biosynthesis II (archaea)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6167	flavin biosynthesis II (archaea)	Cofactor-Biosynthesis
PWY-6168	flavin biosynthesis III (fungi)	Cofactor-Biosynthesis
PWY-6173	histamine biosynthesis	Polyamine-Biosynthesis
PWY-6174	mevalonate pathway II (haloarchaea)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6176	superpathway of Allium flavor precursors	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6178	2,4,6-trichlorophenol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6181	histamine degradation	AMINE-DEG
PWY-6182	superpathway of salicylate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6183	salicylate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6184	methylsalicylate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6185	4-methylcatechol degradation (ortho cleavage)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6190	2,4-dichlorotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6191	2,5-dichlorotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6192	3,4-dichlorotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6193	3-chlorocatechol degradation II (ortho)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6196	D-serine degradation	Amino-Acid-Degradation
PWY-6197	chlorinated phenols degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6199	quercetin sulfate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6200	2,4,5-trichlorophenoxyacetate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-621	sucrose degradation III (sucrose invertase)	Carbohydrates-Degradation
PWY-6210	2-aminophenol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6214	3-chlorocatechol degradation III (meta pathway)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6215	4-chlorobenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6216	3-chlorobenzoate degradation II (via protocatechuate)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6217	3,4-dichlorobenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6219	indole-3-acetate inactivation VIII	Inactivation
PWY-622	starch biosynthesis	Carbohydrates-Biosynthesis
PWY-6220	jasmonoyl-amino acid conjugates biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6221	2-chlorobenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6223	gentisate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6224	salicylate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6228	3-chlorobenzoate degradation III (via gentisate)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6232	chrysoeriol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6233	jasmonoyl-amino acid conjugates biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6234	superpathway of jasmonoyl-amino acid conjugates biosynthesis	Others
PWY-6239	luteolin glycosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6241	thyroid hormone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6243	bergamotene biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6244	bergamotene biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6254	santalene biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6257	curcumene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6258	patchoulol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6260	thyroid hormone metabolism I (via deiodination)	HORMONE-DEG
PWY-6261	thyroid hormone metabolism II (via conjugation and/or degradation)	HORMONE-DEG
PWY-6262	demethylmenaquinol-8 biosynthesis II	Cofactor-Biosynthesis
PWY-6263	superpathway of menaquinol-8 biosynthesis II	Cofactor-Biosynthesis
PWY-6265	zerumbone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6266	superpathway of flavones and derivatives biosynthesis	Others
PWY-6268	adenosylcobalamin salvage from cobalamin	Cofactor-Biosynthesis
PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II	Cofactor-Biosynthesis
PWY-6270	isoprene biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6271	eudesmol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6273	phosphatidylethanolamine biosynthesis III	Lipid-Biosynthesis
PWY-6275	&beta;-caryophyllene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Nucleotide-Biosynthesis
PWY-6278	botrydial biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6279	myxol-2' fucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6280	synechoxanthin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6281	L-selenocysteine biosynthesis II (archaea and eukaryotes)	Amino-Acid-Biosynthesis
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Lipid-Biosynthesis
PWY-6284	superpathway of unsaturated fatty acids biosynthesis (E. coli)	Lipid-Biosynthesis
PWY-6285	superpathway of fatty acids biosynthesis (E. coli)	Lipid-Biosynthesis
PWY-6286	spheroidene and spheroidenone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6287	neurosporene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6288	zeaxanthin-&beta;-D-diglucoside biosynthesis	Other-biosynthesis
PWY-6289	petrobactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6290	&beta;-cubebene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6291	valencene and 7-epi-&alpha;-selinene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	Amino-Acid-Biosynthesis
PWY-6293	superpathway of L-cysteine biosynthesis (fungi)	Amino-Acid-Biosynthesis
PWY-6294	selinene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6297	tuberonate glucoside biosynthesis	Other-biosynthesis
PWY-6297	tuberonate glucoside biosynthesis	Inactivation
PWY-63	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	Carbohydrates-Biosynthesis
PWY-6302	dihydroconiferyl alcohol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6303	methyl indole-3-acetate interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6303	methyl indole-3-acetate interconversion	Interconversion
PWY-6304	casbene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6305	superpathway of putrescine biosynthesis	Polyamine-Biosynthesis
PWY-6307	L-tryptophan degradation X (mammalian, via tryptamine)	Amino-Acid-Degradation
PWY-6308	L-cysteine biosynthesis II (tRNA-dependent)	Aminoacyl-tRNAs-Charging
PWY-6308	L-cysteine biosynthesis II (tRNA-dependent)	Amino-Acid-Biosynthesis
PWY-6309	L-tryptophan degradation XI (mammalian, via kynurenine)	Amino-Acid-Degradation
PWY-6310	aloesone biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6312	barbaloin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6313	serotonin degradation	HORMONE-DEG
PWY-6314	plumbagin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6316	aromatic polyketides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6317	D-galactose degradation I (Leloir pathway)	Carbohydrates-Degradation
PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)	Amino-Acid-Degradation
PWY-6320	phaselate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6321	homotaurine degradation	Noncarbon-Nutrients
PWY-6322	phosphinothricin tripeptide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6323	benzoylanthranilate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6324	rebeccamycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6325	echinatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6326	camptothecin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6327	tetrathionate oxidation	Noncarbon-Nutrients
PWY-6328	L-lysine degradation X	Amino-Acid-Degradation
PWY-6330	acetaldehyde biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6330	acetaldehyde biosynthesis II	Carbohydrates-Biosynthesis
PWY-6332	coumestrol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6333	acetaldehyde biosynthesis I	Carbohydrates-Biosynthesis
PWY-6334	L-dopa degradation I (mammalian)	Amino-Acid-Degradation
PWY-6336	protocatechuate degradation III (para-cleavage pathway)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6337	dehydroscoulerine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6338	superpathway of vanillin and vanillate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6339	syringate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6340	5,5'-dehydrodivanillate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6341	guaiacylglycerol-&beta;-guaiacyl ether degradation	Polymer-Degradation
PWY-6342	noradrenaline and adrenaline degradation	HORMONE-DEG
PWY-6343	ferulate degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction)	Fermentation
PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction)	Amino-Acid-Degradation
PWY-6345	K-252 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6346	staurosporine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6348	phosphate acquisition	Noncarbon-Nutrients
PWY-6349	C20,20 CDP-archaeol biosynthesis	Lipid-Biosynthesis
PWY-6350	archaetidylinositol biosynthesis	Lipid-Biosynthesis
PWY-6351	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6352	3-phosphoinositide biosynthesis	Lipid-Biosynthesis
PWY-6353	purine nucleotides degradation II (aerobic)	NUCLEO-DEG
PWY-6358	superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6361	1D-myo-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6362	1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6363	D-myo-inositol (1,4,5)-trisphosphate degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6364	D-myo-inositol (1,3,4)-trisphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6365	D-myo-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6366	D-myo-inositol (1,4,5,6)-tetrakisphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6367	D-myo-inositol-5-phosphate metabolism	Lipid-Biosynthesis
PWY-6367	D-myo-inositol-5-phosphate metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6368	3-phosphoinositide degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6369	inositol diphosphates biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6370	ascorbate recycling (cytosolic)	COFACTOR-DEGRADATION
PWY-6371	superpathway of inositol phosphate compounds	Lipid-Biosynthesis
PWY-6371	superpathway of inositol phosphate compounds	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6372	1D-myo-inositol hexakisphosphate biosynthesis IV (Dictyostelium)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6373	acrylate degradation I	CARBOXYLATES-DEG
PWY-6374	vibriobactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6375	desferrioxamine E biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6376	desferrioxamine B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6377	&alpha;-tocopherol degradation	Other-Degradation
PWY-6378	putrebactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6379	alcaligin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6381	bisucaberin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	Cofactor-Biosynthesis
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	Cell-Structure-Biosynthesis
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	Cell-Structure-Biosynthesis
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	Cell-Structure-Biosynthesis
PWY-6388	(S,S)-butanediol degradation	Alcohol-Degradation
PWY-6389	pyruvate fermentation to (S)-acetoin	Fermentation
PWY-6390	(S,S)-butanediol biosynthesis	Other-biosynthesis
PWY-6391	meso-butanediol biosynthesis I	Other-biosynthesis
PWY-6392	meso-butanediol biosynthesis II	Other-biosynthesis
PWY-6395	superpathway of seleno-compound metabolism	Seleno-Amino-Acid-Detoxification
PWY-6395	superpathway of seleno-compound metabolism	Amino-Acid-Biosynthesis
PWY-6396	superpathway of 2,3-butanediol biosynthesis	Other-biosynthesis
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	Cell-Structure-Biosynthesis
PWY-6398	melatonin degradation I	HORMONE-DEG
PWY-6399	melatonin degradation II	HORMONE-DEG
PWY-6400	melatonin degradation III	HORMONE-DEG
PWY-6401	hispidol and hispidol 4'-O-&beta;-D-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6402	superpathway of melatonin degradation	HORMONE-DEG
PWY-6403	carrageenan biosynthesis	Carbohydrates-Biosynthesis
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	Glycan-Biosynthesis
PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	Cell-Structure-Biosynthesis
PWY-6405	Rapoport-Luebering glycolytic shunt	Metabolic-Regulators
PWY-6406	salicylate biosynthesis I	AROMATIC-COMPOUNDS-BIOSYN
PWY-6407	yersiniabactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6408	pyochelin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6409	pyoverdine I biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-641	proanthocyanidins biosynthesis from flavanols	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6411	ginsenoside degradation I	SECONDARY-METABOLITE-DEGRADATION
PWY-6412	ginsenoside degradation II	SECONDARY-METABOLITE-DEGRADATION
PWY-6413	ginsenoside degradation III	SECONDARY-METABOLITE-DEGRADATION
PWY-6415	L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	Cofactor-Biosynthesis
PWY-6416	quinate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6418	4-hydroxycoumarin and dicoumarol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6419	shikimate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6420	pyrroloquinoline quinone biosynthesis	Cofactor-Biosynthesis
PWY-6421	arsenate detoxification IV (mycothiol)	Arsenic-Detoxification
PWY-6422	D-arginine degradation	Amino-Acid-Degradation
PWY-6423	hemoglobin degradation	Protein-Degradation
PWY-6425	rotenoid biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6426	uracil degradation II (oxidative)	NUCLEO-DEG
PWY-6427	rot-2'-enonate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6430	thymine degradation	NUCLEO-DEG
PWY-6431	4-hydroxybenzoate biosynthesis IV (plants)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6432	curcuminoid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6433	hydroxylated fatty acid biosynthesis (plants)	Lipid-Biosynthesis
PWY-6435	4-hydroxybenzoate biosynthesis III (plants)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6436	perillyl aldehyde biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6437	fenchol biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6438	phenylphenalenone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6440	spermine and spermidine degradation II	AMINE-DEG
PWY-6441	spermine and spermidine degradation III	AMINE-DEG
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6443	benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6444	benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6445	fenchol biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6446	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)	AROMATIC-COMPOUNDS-BIOSYN
PWY-6447	trichome monoterpenes biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6448	hordatine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6449	fenchone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6451	3-carene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6453	stigma estolide biosynthesis	Lipid-Biosynthesis
PWY-6454	vancomycin resistance I	Antibiotic-Resistance
PWY-6454	vancomycin resistance I	Cell-Structure-Biosynthesis
PWY-6455	vancomycin resistance II	Antibiotic-Resistance
PWY-6455	vancomycin resistance II	Cell-Structure-Biosynthesis
PWY-6456	serinol biosynthesis	Polyamine-Biosynthesis
PWY-6457	cinnamoyl-CoA biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6457	cinnamoyl-CoA biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6458	benzoyl-CoA biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6459	peptidoglycan cross-bridge biosynthesis I (S. aureus)	Cell-Structure-Biosynthesis
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	Cell-Structure-Biosynthesis
PWY-6462	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis)	Cell-Structure-Biosynthesis
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens)	Cell-Structure-Biosynthesis
PWY-6464	polyvinyl alcohol degradation	Alcohol-Degradation
PWY-6466	pyridoxal 5'-phosphate biosynthesis II	Cofactor-Biosynthesis
PWY-6467	Kdo transfer to lipid IVA (Chlamydia)	Cell-Structure-Biosynthesis
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	Antibiotic-Resistance
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	Cell-Structure-Biosynthesis
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	Antibiotic-Resistance
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	Cell-Structure-Biosynthesis
PWY-6473	4-aminobutanoate degradation IV	AMINE-DEG
PWY-6475	trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6476	cytidylyl molybdenum cofactor biosynthesis	Cofactor-Biosynthesis
PWY-6477	gibberellin inactivation II (methylation)	HORMONE-DEG
PWY-6477	gibberellin inactivation II (methylation)	Inactivation
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	Carbohydrates-Biosynthesis
PWY-6481	L-dopa and L-dopachrome biosynthesis	Other-biosynthesis
PWY-6482	diphthamide biosynthesis I (archaea)	Amino-Acid-Biosynthesis
PWY-6483	ceramide degradation (generic)	Fatty-Acid-and-Lipid-Degradation
PWY-6486	D-galacturonate degradation II	CARBOXYLATES-DEG
PWY-6491	D-galacturonate degradation IV	CARBOXYLATES-DEG
