pathway_id	pathway_name	category
PWY-5907	homospermidine biosynthesis I	Biosynthesis
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	Super-Pathways
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	Biosynthesis
PWY-5912	2'-deoxymugineic acid phytosiderophore biosynthesis	Biosynthesis
PWY-5913	partial TCA cycle (obligate autotrophs)	Energy-Metabolism
PWY-5915	phycoerythrobilin biosynthesis I	Biosynthesis
PWY-5917	phycocyanobilin biosynthesis	Biosynthesis
PWY-5918	superpathway of heme b biosynthesis from glutamate	Super-Pathways
PWY-5918	superpathway of heme b biosynthesis from glutamate	Biosynthesis
PWY-5920	superpathway of heme b biosynthesis from glycine	Super-Pathways
PWY-5920	superpathway of heme b biosynthesis from glycine	Biosynthesis
PWY-5921	glutaminyl-tRNAgln biosynthesis via transamidation	Biosynthesis
PWY-5922	(4R)-carveol and (4R)-dihydrocarveol degradation	Degradation
PWY-5923	limonene degradation I (D-limonene)	Degradation
PWY-5924	limonene degradation II (L-limonene)	Degradation
PWY-5925	hydroxylated mugineic acid phytosiderophore biosynthesis	Biosynthesis
PWY-5926	afrormosin conjugates interconversion	Biosynthesis
PWY-5926	afrormosin conjugates interconversion	Activation-Inactivation-Interconversion
PWY-5927	(4S)-carveol and (4S)-dihydrocarveol degradation	Degradation
PWY-5928	(4R)-carvone biosynthesis	Biosynthesis
PWY-5929	puromycin biosynthesis	Biosynthesis
PWY-5930	terpentecin biosynthesis	Biosynthesis
PWY-5934	iron reduction and absorption	Degradation
PWY-5935	1-tuberculosinyladenosine biosynthesis	Biosynthesis
PWY-5936	xyloglucan biosynthesis	Biosynthesis
PWY-5938	pyruvate fermentation to (R)-acetoin I	Energy-Metabolism
PWY-5939	pyruvate fermentation to (R)-acetoin II	Energy-Metabolism
PWY-5940	streptomycin biosynthesis	Biosynthesis
PWY-5941	glycogen degradation II	Glycan-Pathways
PWY-5941	glycogen degradation II	Degradation
PWY-5942	trans-lycopene biosynthesis I	Super-Pathways
PWY-5942	trans-lycopene biosynthesis I	Biosynthesis
PWY-5943	&beta;-carotene biosynthesis	Biosynthesis
PWY-5944	zeaxanthin biosynthesis	Biosynthesis
PWY-5945	violaxanthin, antheraxanthin and zeaxanthin interconversion	Biosynthesis
PWY-5945	violaxanthin, antheraxanthin and zeaxanthin interconversion	Activation-Inactivation-Interconversion
PWY-5946	&alpha;-carotene biosynthesis	Biosynthesis
PWY-5947	lutein biosynthesis	Biosynthesis
PWY-5950	geosmin biosynthesis	Biosynthesis
PWY-5951	(R,R)-butanediol biosynthesis	Biosynthesis
PWY-5954	(1'S,5'S)-averufin biosynthesis	Biosynthesis
PWY-5955	versicolorin B biosynthesis	Biosynthesis
PWY-5956	sterigmatocystin biosynthesis	Biosynthesis
PWY-5957	L-nicotianamine biosynthesis	Biosynthesis
PWY-5958	acridone alkaloid biosynthesis	Biosynthesis
PWY-5959	aflatoxins B1 and G1 biosynthesis	Biosynthesis
PWY-5960	aflatoxins B2 and G2 biosynthesis	Biosynthesis
PWY-5961	superpathway of aflatoxin biosynthesis	Super-Pathways
PWY-5961	superpathway of aflatoxin biosynthesis	Biosynthesis
PWY-5963	molybdenum cofactor sulfulylation (eukaryotes)	Biosynthesis
PWY-5964	guanylyl molybdenum cofactor biosynthesis	Biosynthesis
PWY-5966-1	fatty acid biosynthesis initiation (type I)	Biosynthesis
PWY-5967	lupinate biosynthesis	Biosynthesis
PWY-5968	cinnamate esters biosynthesis	Biosynthesis
PWY-5971	palmitate biosynthesis II (type II fatty acid synthase)	Biosynthesis
PWY-5972	stearate biosynthesis I (animals)	Biosynthesis
PWY-5973	cis-vaccenate biosynthesis	Biosynthesis
PWY-5975	furaneol and mesifurane biosynthesis	Biosynthesis
PWY-5976	dhurrin degradation	Degradation
PWY-5978	kanosamine biosynthesis I	Biosynthesis
PWY-5979	3-amino-5-hydroxybenzoate biosynthesis	Biosynthesis
PWY-5980	xylogalacturonan biosynthesis	Biosynthesis
PWY-5981	CDP-diacylglycerol biosynthesis III	Biosynthesis
PWY-5982	sulfoacetaldehyde degradation II	Degradation
PWY-5983	trehalose biosynthesis VI	Biosynthesis
PWY-5984	rifamycin B biosynthesis	Biosynthesis
PWY-5985	trehalose biosynthesis VII	Biosynthesis
PWY-5987	sorgoleone biosynthesis	Biosynthesis
PWY-5989	stearate biosynthesis II (bacteria and plants)	Biosynthesis
PWY-5990	lotaustralin biosynthesis	Biosynthesis
PWY-5991	superpathway of linamarin and lotaustralin biosynthesis	Super-Pathways
PWY-5992	thalianol and derivatives biosynthesis	Biosynthesis
PWY-5993	superpathway of rifamycin B biosynthesis	Super-Pathways
PWY-5993	superpathway of rifamycin B biosynthesis	Biosynthesis
PWY-5994	palmitate biosynthesis I (type I fatty acid synthase)	Biosynthesis
PWY-5995	linoleate biosynthesis I (plants)	Biosynthesis
PWY-5996	oleate biosynthesis II (animals and fungi)	Biosynthesis
PWY-5997	&alpha;-linolenate biosynthesis I (plants and red algae)	Biosynthesis
PWY-5998	&gamma;-linolenate biosynthesis I (plants)	Biosynthesis
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	Biosynthesis
PWY-6000	&gamma;-linolenate biosynthesis II (animals)	Biosynthesis
PWY-6001	linoleate biosynthesis II (animals)	Biosynthesis
PWY-6002	lotaustralin degradation	Degradation
PWY-6003	gramicidin S biosynthesis	Biosynthesis
PWY-6004	glycine betaine biosynthesis V (from glycine)	Biosynthesis
PWY-6005	marneral biosynthesis	Biosynthesis
PWY-6007	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II	Biosynthesis
PWY-6008	baruol biosynthesis	Biosynthesis
PWY-601	glucosinolate biosynthesis from tryptophan	Biosynthesis
PWY-6010	apigenin glycosides biosynthesis	Biosynthesis
PWY-6011	amygdalin and prunasin degradation	Degradation
PWY-6012	acyl carrier protein metabolism	Macromolecule-Modification
PWY-6012-1	acyl carrier protein activation	Macromolecule-Modification
PWY-6013	crepenynate biosynthesis	Biosynthesis
PWY-6014	vernolate biosynthesis I	Biosynthesis
PWY-6015	vitexin and derivatives biosynthesis	Biosynthesis
PWY-6019	pseudouridine degradation	Degradation
PWY-6021	nitrilotriacetate degradation	Degradation
PWY-6024	isovitexin glycosides biosynthesis	Biosynthesis
PWY-6027	capsiconiate biosynthesis	Biosynthesis
PWY-6028	acetoin degradation	Degradation
PWY-6029	2,3-trans-flavanols biosynthesis	Metabolic-Clusters
PWY-6029	2,3-trans-flavanols biosynthesis	Biosynthesis
PWY-6030	serotonin and melatonin biosynthesis	Biosynthesis
PWY-6032	digitoxigenin biosynthesis	Biosynthesis
PWY-6035	2,3-cis-flavanols biosynthesis	Metabolic-Clusters
PWY-6035	2,3-cis-flavanols biosynthesis	Biosynthesis
PWY-6036	cardenolide glucosides biosynthesis	Biosynthesis
PWY-6038	citrate degradation	Degradation
PWY-6039	chlorogenic acid biosynthesis I	Biosynthesis
PWY-6040	chlorogenic acid biosynthesis II	Biosynthesis
PWY-6041	4-sulfocatechol degradation	Degradation
PWY-6043	ethanedisulfonate degradation	Degradation
PWY-6044	methanesulfonate degradation	Degradation
PWY-6045	methylthiopropanonate degradation II (demethylation)	Degradation
PWY-6046	dimethylsulfoniopropanoate degradation I (cleavage)	Degradation
PWY-6047	dimethyl sulfide degradation I	Degradation
PWY-6048	methylthiopropanoate degradation I (cleavage)	Degradation
PWY-6049	superpathway of dimethylsulfoniopropanoate degradation	Degradation
PWY-6049	superpathway of dimethylsulfoniopropanoate degradation	Super-Pathways
PWY-6050	dimethyl sulfoxide degradation	Degradation
PWY-6051	2,4,6-trinitrotoluene degradation	Degradation
PWY-6052	dimethylsulfoniopropanoate degradation III (demethylation)	Degradation
PWY-6053	dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)	Biosynthesis
PWY-6054	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	Biosynthesis
PWY-6055	dimethylsulfoniopropanoate biosynthesis II (Spartina)	Biosynthesis
PWY-6056	dimethylsulfoniopropanoate degradation II (cleavage)	Degradation
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	Degradation
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	Energy-Metabolism
PWY-6058	dimethyl sulfone degradation	Degradation
PWY-6059	dimethyl sulfide degradation II (oxidation)	Degradation
PWY-6060	malonate degradation II (biotin-dependent)	Degradation
PWY-6061	bile acid biosynthesis, neutral pathway	Biosynthesis
PWY-6064	methylquercetin biosynthesis	Biosynthesis
PWY-6068	indican biosynthesis	Biosynthesis
PWY-6069	indigo biosynthesis	Biosynthesis
PWY-6071	superpathway of phenylethylamine degradation	Degradation
PWY-6071	superpathway of phenylethylamine degradation	Super-Pathways
PWY-6072	superpathway of dimethylsulfone degradation	Degradation
PWY-6072	superpathway of dimethylsulfone degradation	Super-Pathways
PWY-6073	alginate biosynthesis I (algal)	Biosynthesis
PWY-6074	zymosterol biosynthesis	Biosynthesis
PWY-6075	ergosterol biosynthesis I	Biosynthesis
PWY-6076	vitamin D3 biosynthesis	Biosynthesis
PWY-6077	anthranilate degradation II (aerobic)	Degradation
PWY-6079	anthranilate degradation I (aerobic)	Degradation
PWY-6080	4-ethylphenol degradation (anaerobic)	Degradation
PWY-6081	1,3-dichlorobenzene degradation	Degradation
PWY-6082	alginate biosynthesis II (bacterial)	Biosynthesis
PWY-6083	chlorobenzene degradation	Degradation
PWY-6084	3,5-dichlorocatechol degradation	Degradation
PWY-6085	2,4-dichlorophenoxyacetate degradation	Degradation
PWY-6086	4-chloro-2-methylphenoxyacetate degradation	Degradation
PWY-6087	4-chlorocatechol degradation	Degradation
PWY-6088	3-chlorobenzoate degradation I (via chlorocatechol)	Degradation
PWY-6089	3-chlorocatechol degradation I (ortho)	Degradation
PWY-6090	1,2-dichlorobenzene degradation	Degradation
PWY-6091	1,2,4-trichlorobenzene degradation	Degradation
PWY-6093	4,5-dichlorocatechol degradation	Degradation
PWY-6094	3,4,6-trichlorocatechol degradation	Degradation
PWY-6095	dammara-20,24-diene biosynthesis	Biosynthesis
PWY-6098	diploterol biosynthesis	Biosynthesis
PWY-6099	1,2,4,5-tetrachlorobenzene degradation	Degradation
PWY-6100	L-carnitine biosynthesis	Biosynthesis
PWY-6102	5-chloro-3-methyl-catechol degradation	Degradation
PWY-6103	3-chlorotoluene degradation I	Degradation
PWY-6104	3-chlorotoluene degradation II	Degradation
PWY-6105	botryococcenes and methylated squalene biosynthesis	Biosynthesis
PWY-6107	chlorosalicylate degradation	Degradation
PWY-6109	mangrove triterpenoid biosynthesis	Biosynthesis
PWY-6111	mitochondrial L-carnitine shuttle	Degradation
PWY-6113	superpathway of mycolate biosynthesis	Super-Pathways
PWY-6113	superpathway of mycolate biosynthesis	Biosynthesis
PWY-6116	mannosylfructose biosynthesis	Biosynthesis
PWY-6117	spermine and spermidine degradation I	Degradation
PWY-6118	glycerol-3-phosphate shuttle	Energy-Metabolism
PWY-6120	L-tyrosine biosynthesis III	Biosynthesis
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	Biosynthesis
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	Biosynthesis
PWY-6123	inosine-5'-phosphate biosynthesis I	Biosynthesis
PWY-6124	inosine-5'-phosphate biosynthesis II	Biosynthesis
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	Super-Pathways
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	Biosynthesis
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	Super-Pathways
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	Biosynthesis
PWY-6128	cis-calamenene related sesquiterpenoids biosynthesis	Biosynthesis
PWY-6129	dolichol and dolichyl phosphate biosynthesis	Biosynthesis
PWY-6130	glycerol degradation III	Degradation
PWY-6130	glycerol degradation III	Energy-Metabolism
PWY-6131	glycerol degradation II	Degradation
PWY-6132	lanosterol biosynthesis	Biosynthesis
PWY-6133	(S)-reticuline biosynthesis II	Biosynthesis
PWY-6134	L-tyrosine biosynthesis IV	Biosynthesis
PWY-6138	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	Biosynthesis
PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	Biosynthesis
PWY-6140	CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate biosynthesis	Biosynthesis
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	Super-Pathways
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	Biosynthesis
PWY-6142	gluconeogenesis II (Methanobacterium thermoautotrophicum)	Super-Pathways
PWY-6142	gluconeogenesis II (Methanobacterium thermoautotrophicum)	Biosynthesis
PWY-6143	CMP-pseudaminate biosynthesis	Biosynthesis
PWY-6144	CMP-N-glycoloylneuraminate biosynthesis	Biosynthesis
PWY-6145	superpathway of CMP-sialic acids biosynthesis	Super-Pathways
PWY-6145	superpathway of CMP-sialic acids biosynthesis	Biosynthesis
PWY-6146	Methanobacterium thermoautotrophicum biosynthetic metabolism	Super-Pathways
PWY-6146	Methanobacterium thermoautotrophicum biosynthetic metabolism	Biosynthesis
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Biosynthesis
PWY-6148	tetrahydromethanopterin biosynthesis	Biosynthesis
PWY-6151	S-adenosyl-L-methionine salvage I	Biosynthesis
PWY-6153	autoinducer AI-2 biosynthesis I	Biosynthesis
PWY-6154	autoinducer AI-2 biosynthesis II (Vibrio)	Biosynthesis
PWY-6157	autoinducer AI-1 biosynthesis	Biosynthesis
PWY-6158	creatine phosphate biosynthesis	Biosynthesis
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	Biosynthesis
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	Biosynthesis
PWY-6164	3-dehydroquinate biosynthesis I	Biosynthesis
PWY-6165	chorismate biosynthesis II (archaea)	Super-Pathways
PWY-6165	chorismate biosynthesis II (archaea)	Biosynthesis
PWY-6167	flavin biosynthesis II (archaea)	Biosynthesis
PWY-6168	flavin biosynthesis III (fungi)	Biosynthesis
PWY-6173	histamine biosynthesis	Biosynthesis
PWY-6174	mevalonate pathway II (haloarchaea)	Biosynthesis
PWY-6176	superpathway of Allium flavor precursors	Super-Pathways
PWY-6176	superpathway of Allium flavor precursors	Biosynthesis
PWY-6178	2,4,6-trichlorophenol degradation	Degradation
PWY-6181	histamine degradation	Degradation
PWY-6182	superpathway of salicylate degradation	Degradation
PWY-6182	superpathway of salicylate degradation	Super-Pathways
PWY-6183	salicylate degradation I	Degradation
PWY-6184	methylsalicylate degradation	Degradation
PWY-6185	4-methylcatechol degradation (ortho cleavage)	Degradation
PWY-6190	2,4-dichlorotoluene degradation	Degradation
PWY-6191	2,5-dichlorotoluene degradation	Degradation
PWY-6192	3,4-dichlorotoluene degradation	Degradation
PWY-6193	3-chlorocatechol degradation II (ortho)	Degradation
PWY-6196	D-serine degradation	Degradation
PWY-6196	D-serine degradation	Super-Pathways
PWY-6197	chlorinated phenols degradation	Degradation
PWY-6199	quercetin sulfate biosynthesis	Biosynthesis
PWY-6200	2,4,5-trichlorophenoxyacetate degradation	Degradation
PWY-621	sucrose degradation III (sucrose invertase)	Degradation
PWY-6210	2-aminophenol degradation	Degradation
PWY-6214	3-chlorocatechol degradation III (meta pathway)	Degradation
PWY-6215	4-chlorobenzoate degradation	Degradation
PWY-6216	3-chlorobenzoate degradation II (via protocatechuate)	Degradation
PWY-6217	3,4-dichlorobenzoate degradation	Degradation
PWY-6219	indole-3-acetate inactivation VIII	Activation-Inactivation-Interconversion
PWY-622	starch biosynthesis	Biosynthesis
PWY-6220	jasmonoyl-amino acid conjugates biosynthesis I	Biosynthesis
PWY-6221	2-chlorobenzoate degradation	Degradation
PWY-6223	gentisate degradation I	Degradation
PWY-6224	salicylate degradation II	Degradation
PWY-6228	3-chlorobenzoate degradation III (via gentisate)	Degradation
PWY-6232	chrysoeriol biosynthesis	Biosynthesis
PWY-6233	jasmonoyl-amino acid conjugates biosynthesis II	Biosynthesis
PWY-6234	superpathway of jasmonoyl-amino acid conjugates biosynthesis	Super-Pathways
PWY-6239	luteolin glycosides biosynthesis	Biosynthesis
PWY-6241	thyroid hormone biosynthesis	Biosynthesis
PWY-6243	bergamotene biosynthesis I	Biosynthesis
PWY-6244	bergamotene biosynthesis II	Biosynthesis
PWY-6254	santalene biosynthesis I	Biosynthesis
PWY-6257	curcumene biosynthesis	Biosynthesis
PWY-6258	patchoulol biosynthesis	Biosynthesis
PWY-6260	thyroid hormone metabolism I (via deiodination)	Degradation
PWY-6261	thyroid hormone metabolism II (via conjugation and/or degradation)	Degradation
PWY-6262	demethylmenaquinol-8 biosynthesis II	Biosynthesis
PWY-6263	superpathway of menaquinol-8 biosynthesis II	Super-Pathways
PWY-6263	superpathway of menaquinol-8 biosynthesis II	Biosynthesis
PWY-6265	zerumbone biosynthesis	Biosynthesis
PWY-6266	superpathway of flavones and derivatives biosynthesis	Super-Pathways
PWY-6268	adenosylcobalamin salvage from cobalamin	Biosynthesis
PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II	Super-Pathways
PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II	Biosynthesis
PWY-6270	isoprene biosynthesis I	Super-Pathways
PWY-6270	isoprene biosynthesis I	Biosynthesis
PWY-6271	eudesmol biosynthesis	Biosynthesis
PWY-6273	phosphatidylethanolamine biosynthesis III	Biosynthesis
PWY-6275	&beta;-caryophyllene biosynthesis	Biosynthesis
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Super-Pathways
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Biosynthesis
PWY-6278	botrydial biosynthesis	Biosynthesis
PWY-6279	myxol-2' fucoside biosynthesis	Biosynthesis
PWY-6280	synechoxanthin biosynthesis	Biosynthesis
PWY-6281	L-selenocysteine biosynthesis II (archaea and eukaryotes)	Biosynthesis
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis
PWY-6284	superpathway of unsaturated fatty acids biosynthesis (E. coli)	Super-Pathways
PWY-6284	superpathway of unsaturated fatty acids biosynthesis (E. coli)	Biosynthesis
PWY-6285	superpathway of fatty acids biosynthesis (E. coli)	Super-Pathways
PWY-6285	superpathway of fatty acids biosynthesis (E. coli)	Biosynthesis
PWY-6286	spheroidene and spheroidenone biosynthesis	Biosynthesis
PWY-6287	neurosporene biosynthesis	Biosynthesis
PWY-6288	zeaxanthin-&beta;-D-diglucoside biosynthesis	Biosynthesis
PWY-6289	petrobactin biosynthesis	Biosynthesis
PWY-6290	&beta;-cubebene biosynthesis	Biosynthesis
PWY-6291	valencene and 7-epi-&alpha;-selinene biosynthesis	Biosynthesis
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	Super-Pathways
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	Biosynthesis
PWY-6293	superpathway of L-cysteine biosynthesis (fungi)	Super-Pathways
PWY-6293	superpathway of L-cysteine biosynthesis (fungi)	Biosynthesis
PWY-6294	selinene biosynthesis	Biosynthesis
PWY-6297	tuberonate glucoside biosynthesis	Biosynthesis
PWY-6297	tuberonate glucoside biosynthesis	Activation-Inactivation-Interconversion
PWY-63	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	Biosynthesis
PWY-6302	dihydroconiferyl alcohol biosynthesis	Biosynthesis
PWY-6303	methyl indole-3-acetate interconversion	Biosynthesis
PWY-6303	methyl indole-3-acetate interconversion	Activation-Inactivation-Interconversion
PWY-6304	casbene biosynthesis	Biosynthesis
PWY-6305	superpathway of putrescine biosynthesis	Super-Pathways
PWY-6305	superpathway of putrescine biosynthesis	Biosynthesis
PWY-6307	L-tryptophan degradation X (mammalian, via tryptamine)	Degradation
PWY-6308	L-cysteine biosynthesis II (tRNA-dependent)	Biosynthesis
